,symbol,open,high,low,close,last,prevclose,tottrdqty_lakhs,tottrdval_lakhs,timestamp,totaltrades,deliverypercent,deliveryvalue_lakhs,week,month,year,5days_vwap,sma_20_close,sma_50_close,sma_124_close,sma_150_close,sma_200_close,sma_9_high,ema_5_close,ema_15_close,ema_20_close,ema_50_high,ema_50_low,Bearish_crossover,Bullish_crossover,Triveni_Sangam,DMA_Convergence,Close_Below_MonthlyBB,Close_Above_MonthlyBB,Close_Below_WeeklyBB,Close_Above_WeeklyBB,ATFEMA_15C_Above_50H_and_50L,ATFEMA_15C_Below_50H_and_50L,MonthlyEMA_15C_Below_50H_and_50L,WeeklyEMA_15C_Below_50H_and_50L,DailyEMA_15C_Below_50H_and_50L,MonthlyEMA_15C_Above_50H_and_50L,WeeklyEMA_15C_Above_50H_and_50L,DailyEMA_15C_Above_50H_and_50L,MonthlyEMA_5C_Above_20C,WeeklyEMA_5C_Above_20C,DailyEMA_5C_Above_20C
363,ACC,1309.0,1326.3,1280.0,1291.35,1291.6,1308.8,12.659,16440.01,2018-06-28,32579,57.22,9407.0,26.0,6.0,2018.0,1482.0629731582292,1310.715000000003,1420.6419999999998,1566.1975806451605,1591.016333333332,1633.9262500000011,1322.1055555555552,1291.7251701290945,1310.2529479441564,1322.3196270635806,1417.9699451648526,1384.8471617892058,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
364,ACC,1280.0,1280.0,1260.9,1270.05,1270.0,1275.2,3.685,4671.28,2018-06-21,19031,34.11,1593.0,25.0,6.0,2018.0,1486.9360191205603,1308.747500000003,1415.3139999999999,1562.5556451612895,1587.8629999999987,1631.4210000000012,1315.6833333333332,1284.5001134193963,1305.2275794511368,1317.3415673432396,1412.5593590799565,1379.9864887778645,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
365,ACC,1272.0,1303.7,1260.15,1294.65,1302.25,1270.05,6.032,7743.41,2018-06-22,21284,24.58,1903.0,25.0,6.0,2018.0,1483.6513639736104,1307.337500000003,1410.7079999999999,1558.9733870967734,1584.688333333332,1628.9605000000013,1311.7833333333333,1287.8834089462641,1303.9053820197446,1315.1804656915026,1408.2903646062327,1375.287018629713,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
366,ACC,1297.0,1332.4,1297.0,1315.55,1313.8,1294.65,5.478,7223.15,2018-06-25,22492,33.92,2450.0,26.0,6.0,2018.0,1482.3610574595366,1306.990000000003,1405.28,1555.5334677419346,1582.0899999999986,1626.5135000000012,1309.8944444444444,1297.105605964176,1305.3609592672765,1315.215659435169,1405.3142718765766,1372.2169394677635,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
367,ACC,1315.8,1367.9,1312.05,1357.6,1359.0,1315.55,12.155,16430.72,2018-06-26,53520,43.15,7090.0,26.0,6.0,2018.0,1473.2234529439115,1309.370000000003,1400.902,1551.8854838709667,1579.3869999999988,1624.2660000000012,1316.333333333333,1317.2704039761172,1311.890839358867,1319.2522632984862,1403.8470455284755,1369.8574516454983,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
368,ACC,1364.9,1368.9,1302.05,1308.8,1305.45,1357.6,5.724,7629.63,2018-06-27,20803,23.77,1814.0,26.0,6.0,2018.0,1471.752240739474,1308.4750000000029,1395.6080000000002,1548.477822580644,1576.7319999999988,1621.8537500000011,1320.2888888888888,1314.4469359840782,1311.5044844390086,1318.2568096510113,1402.4765731548098,1367.1983358946943,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
369,ACC,1318.0,1343.0,1302.0,1332.85,1334.5,1320.15,2.842,3771.72,2018-07-03,10684,13.07,493.0,27.0,7.0,2018.0,1469.32398361855,1307.387500000003,1390.8380000000002,1545.1685483870956,1574.4093333333321,1619.5302500000012,1323.411111111111,1320.581290656052,1314.1726738841326,1319.6466373032958,1400.1441585212879,1364.6415384086279,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
370,ACC,1299.45,1358.25,1297.0,1339.9,1337.8,1291.35,10.313,13815.15,2018-06-29,45828,32.28,4460.0,26.0,6.0,2018.0,1469.757135885489,1308.980000000003,1386.4030000000002,1541.6629032258052,1571.8603333333322,1616.9735000000012,1330.2722222222221,1327.0208604373681,1317.388589648616,1321.5755289886963,1398.5012503439825,1361.9889290592698,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
371,ACC,1339.95,1339.95,1312.5,1320.15,1314.35,1339.9,3.884,5137.88,2018-07-02,17977,23.41,1203.0,27.0,7.0,2018.0,1471.7005846394552,1309.202500000003,1382.4330000000002,1537.7822580645147,1569.3726666666655,1614.3555000000013,1335.6,1324.730573624912,1317.733765942539,1321.4397643231061,1396.2051228795126,1360.04818674322,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
372,ACC,1374.0,1376.0,1348.2,1360.55,1358.5,1371.0,4.372,5947.87,2018-07-11,15251,33.6,1998.0,28.0,7.0,2018.0,1477.6012686742927,1311.432500000003,1378.4040000000002,1534.7560483870955,1567.0279999999987,1612.0547500000011,1341.1222222222223,1336.670382416608,1323.0857951997218,1325.1645486732866,1395.4127651195317,1359.583551968976,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
373,ACC,1352.0,1404.0,1352.0,1389.7,1391.3,1350.85,11.423,15845.46,2018-07-05,41848,23.04,3651.0,27.0,7.0,2018.0,1466.206122386177,1315.162500000003,1375.2900000000002,1531.8612903225794,1564.9746666666654,1609.7790000000014,1354.9,1354.346921611072,1331.4125707997566,1331.3107821329736,1395.7495194285698,1359.2861577741141,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
374,ACC,1391.9,1413.2,1370.0,1373.7,1371.85,1389.7,8.574,11942.5,2018-07-06,30541,24.07,2875.0,27.0,7.0,2018.0,1463.087984993697,1319.5950000000032,1371.5720000000001,1528.758870967741,1563.0133333333322,1607.5182500000017,1367.0666666666666,1360.7979477407148,1336.698499449787,1335.3478505012617,1396.4338519999985,1359.706308449639,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
375,ACC,1377.0,1395.5,1371.1,1375.8,1372.0,1373.7,3.157,4369.45,2018-07-09,10870,15.14,662.0,28.0,7.0,2018.0,1456.2638875862083,1322.5625000000032,1367.3450000000003,1525.023387096773,1560.9686666666655,1605.6482500000016,1374.0777777777778,1365.7986318271433,1341.5861870185636,1339.2004361678082,1396.3972303529397,1360.1531198829864,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
376,ACC,1334.0,1359.5,1331.75,1350.85,1350.9,1332.85,3.892,5250.19,2018-07-04,13222,15.27,802.0,27.0,7.0,2018.0,1450.7412116115543,1324.095000000003,1363.2190000000005,1521.2677419354827,1558.6179999999988,1603.3165000000015,1373.1444444444446,1360.8157545514289,1342.7441636412432,1340.3099184375408,1394.9502801430206,1359.039272044438,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
377,ACC,1378.8,1395.0,1362.0,1371.0,1373.25,1375.8,5.117,7077.71,2018-07-10,17802,22.09,1563.0,28.0,7.0,2018.0,1450.9973508254564,1326.097500000003,1359.8830000000005,1517.791129032257,1556.5803333333322,1601.2412500000014,1376.0444444444447,1364.210503034286,1346.2761431860877,1343.2327833482511,1394.9522299413334,1359.1553790230873,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
378,ACC,1362.0,1387.8,1342.0,1350.0,1350.0,1360.55,6.741,9213.98,2018-07-12,18527,27.08,2495.0,28.0,7.0,2018.0,1450.1700715073878,1328.5775000000028,1356.4130000000005,1513.7568548387085,1554.2866666666655,1600.0425000000014,1381.0222222222224,1359.473668689524,1346.7416252878268,1343.8772801722273,1394.6717503357909,1358.4826190613976,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
379,ACC,1294.0,1306.0,1275.2,1291.7,1285.0,1288.35,5.028,6502.43,2018-07-18,23620,18.58,1208.0,29.0,7.0,2018.0,1444.448034753304,1327.802500000003,1350.9410000000003,1509.3310483870957,1551.5766666666655,1598.0595000000017,1375.2166666666667,1336.882445793016,1339.8614221268485,1338.9080153939199,1391.1944267932108,1355.2166340001663,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
380,ACC,1358.8,1365.0,1328.85,1337.65,1334.9,1350.0,3.387,4551.2,2018-07-13,13582,27.4,1247.0,28.0,7.0,2018.0,1440.7091659199102,1329.580000000003,1346.3410000000003,1505.4008064516117,1549.2269999999987,1596.5845000000015,1378.0,1337.138297195344,1339.5849943609924,1338.7882044040227,1390.1671943699478,1354.182648353101,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
381,ACC,1341.8,1341.8,1260.35,1266.85,1270.05,1337.65,4.746,6118.31,2018-07-16,16082,40.15,2457.0,29.0,7.0,2018.0,1436.9222661956824,1328.695000000003,1341.1230000000005,1501.0040322580635,1546.1206666666656,1594.7582500000017,1374.1999999999998,1313.708864796896,1330.4931200658684,1331.9369468417349,1388.2704416495576,1350.5029366529795,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
382,ACC,1269.7,1293.8,1255.65,1288.35,1289.0,1266.85,5.326,6825.48,2018-07-17,18040,31.89,2177.0,29.0,7.0,2018.0,1423.8797997133604,1329.352500000003,1337.0130000000004,1496.8379032258056,1543.0633333333321,1592.9155000000014,1361.9555555555553,1305.2559098645972,1325.225230057635,1327.785809047284,1384.5657184476142,1346.7832136469804,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
383,ACC,1294.8,1297.15,1265.0,1274.5,1276.9,1291.7,3.275,4185.19,2018-07-19,12912,18.3,766.0,29.0,7.0,2018.0,1408.229252249801,1328.510000000003,1332.3100000000006,1492.358064516128,1540.0246666666656,1591.0587500000015,1349.061111111111,1295.0039399097316,1318.8845763004306,1322.7109700903998,1381.1376510575117,1343.5760287980793,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
384,ACC,1400.0,1498.75,1400.0,1475.5,1484.25,1310.8,75.18,109885.92,2018-07-24,202226,23.32,25625.0,30.0,7.0,2018.0,1367.1712989265554,1338.782500000003,1333.5870000000007,1490.334677419354,1538.4596666666655,1589.7382500000015,1360.533333333333,1355.1692932731544,1338.4615042628768,1337.2623062722664,1385.7499000356486,1345.7887335510957,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
385,ACC,1297.0,1297.0,1267.65,1293.0,1292.3,1274.5,2.721,3497.4,2018-07-20,9555,16.33,571.0,29.0,7.0,2018.0,1364.996838199632,1338.700000000003,1330.1160000000007,1486.749999999999,1535.7063333333322,1587.9675000000016,1353.5888888888885,1334.4461955154363,1332.7788162300171,1333.0468485320505,1382.2695117989565,1342.7244694902683,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
386,ACC,1295.0,1319.6,1262.0,1310.8,1300.1,1293.0,8.629,11255.48,2018-07-23,28997,16.75,1885.0,30.0,7.0,2018.0,1366.5205113553975,1338.4625000000028,1327.3080000000007,1482.5669354838699,1533.1349999999989,1586.2662500000015,1345.2111111111108,1326.5641303436241,1330.031464201265,1330.9281010528075,1379.811883885272,1339.5588040200616,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
387,ACC,1484.25,1494.4,1446.05,1469.65,1463.6,1475.5,17.184,25203.97,2018-07-25,69528,18.53,4670.0,30.0,7.0,2018.0,1373.9225041057216,1344.065000000003,1330.0450000000005,1479.6834677419342,1531.6779999999987,1585.1137500000013,1357.0555555555554,1374.2594202290827,1347.4837811761067,1344.1397104763496,1384.3055354976143,1343.7349293526083,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
388,ACC,1537.7,1537.7,1501.05,1503.8,1509.1,1535.0,9.954,15058.04,2018-07-30,34914,51.64,7776.0,31.0,7.0,2018.0,1378.8933551305472,1353.815000000003,1332.1110000000006,1477.3741935483858,1530.3909999999987,1583.9920000000013,1382.8,1417.4396134860551,1367.0233085290934,1359.3454523357448,1390.3210046937863,1349.9041478093689,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
389,ACC,1530.0,1552.0,1514.15,1535.0,1533.1,1522.7,6.66,10204.91,2018-07-27,21242,18.1,1847.0,30.0,7.0,2018.0,1412.8845975517013,1363.922500000003,1335.3240000000008,1476.4342741935473,1529.1096666666651,1582.9967500000014,1403.5777777777776,1456.6264089907033,1388.0203949629567,1376.0744568751977,1396.6613574508929,1356.3451616207662,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
390,ACC,1473.0,1544.0,1471.0,1522.7,1532.0,1469.65,18.901,28789.43,2018-07-26,57402,18.11,5214.0,30.0,7.0,2018.0,1408.1203092533954,1373.0625000000032,1338.8960000000009,1474.6923387096763,1527.783333333332,1581.6945000000012,1426.0444444444445,1478.6509393271356,1404.8553455925871,1390.038794315655,1402.4393434332108,1360.841429792501,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
391,ACC,1531.35,1544.8,1515.25,1541.1,1542.0,1531.35,4.567,7013.7,2018-08-02,18692,24.25,1701.0,31.0,8.0,2018.0,1407.0320567444119,1384.1100000000029,1343.212000000001,1473.2879032258054,1526.4649999999986,1580.8227500000012,1453.9333333333334,1499.467292884757,1421.8859273935136,1404.425575809402,1408.0221142789671,1366.896667839854,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
392,ACC,1535.0,1563.75,1526.05,1531.35,1535.0,1529.75,6.107,9433.86,2018-08-01,24252,23.72,2238.0,31.0,8.0,2018.0,1399.001715679252,1392.6500000000028,1347.5640000000012,1471.6294354838699,1525.0599999999986,1579.774250000001,1483.5555555555557,1510.0948619231713,1435.5689364693244,1416.5136162085066,1414.129090189596,1373.137974983389,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
393,ACC,1509.0,1535.0,1496.5,1529.75,1535.0,1503.8,4.019,6094.35,2018-07-31,20330,22.67,1382.0,31.0,7.0,2018.0,1393.731555813755,1399.6525000000029,1349.9430000000011,1470.4193548387088,1523.1919999999986,1578.5727500000012,1487.5833333333333,1516.6465746154474,1447.3415694106588,1427.2980337124584,1418.8691258684353,1377.9757014546287,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
394,ACC,1528.0,1574.95,1522.15,1563.55,1568.75,1522.75,6.842,10621.43,2018-08-14,20166,53.2,5651.0,33.0,8.0,2018.0,1389.6560846256816,1409.1450000000027,1355.0260000000012,1469.7935483870958,1522.0733333333317,1577.442000000001,1518.4666666666667,1532.2810497436317,1461.8676232343264,1440.274411454129,1424.98994446183,1383.6295955152316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
395,ACC,1546.0,1554.75,1508.65,1518.65,1521.2,1541.1,3.732,5716.34,2018-08-03,15798,13.87,793.0,31.0,8.0,2018.0,1385.4732999782925,1416.2875000000029,1358.942000000001,1468.9846774193536,1520.5763333333316,1576.0727500000012,1544.5944444444444,1527.7373664957545,1468.9654203300356,1447.7387532204025,1430.078574090778,1388.5323564754185,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
396,ACC,1528.4,1529.8,1499.05,1524.0,1525.5,1518.65,3.843,5813.12,2018-08-06,13545,39.57,2300.0,32.0,8.0,2018.0,1378.0888346103118,1424.945000000003,1362.972000000001,1467.8802419354827,1518.905666666665,1574.774000000001,1548.5277777777778,1526.4915776638363,1475.844742788781,1455.0017291041736,1433.9892182440808,1392.8663817116767,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
397,ACC,1575.0,1584.5,1535.2,1545.3,1553.0,1570.75,6.879,10729.53,2018-08-10,20230,6.92,742.0,32.0,8.0,2018.0,1371.0129776781832,1433.660000000003,1367.678000000001,1466.4060483870953,1517.1986666666648,1573.674750000001,1553.7277777777776,1532.7610517758908,1484.5266499401835,1463.6015644275856,1439.8916018423522,1398.4480922327873,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
398,ACC,1529.0,1560.0,1527.0,1538.65,1535.45,1524.0,5.775,8933.71,2018-08-07,20238,16.57,1480.0,32.0,8.0,2018.0,1358.6623944012608,1443.092500000003,1371.917000000001,1466.012903225805,1515.8843333333316,1572.463000000001,1554.6166666666666,1534.7240345172606,1491.2920686976606,1470.7490344821013,1444.6017351034363,1403.489343517776,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
399,ACC,1535.0,1553.15,1522.0,1536.3,1534.1,1538.65,4.985,7690.6,2018-08-08,20872,18.93,1456.0,32.0,8.0,2018.0,1352.6494249607165,1455.322500000003,1375.5510000000008,1464.7471774193534,1514.4686666666648,1571.256000000001,1555.6333333333332,1535.2493563448404,1496.918060110453,1476.991983579044,1448.8585298052624,1408.136820242569,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
400,ACC,1538.1,1577.0,1538.1,1570.75,1575.3,1536.3,6.914,10825.13,2018-08-09,20794,15.27,1653.0,32.0,8.0,2018.0,1369.528527798343,1466.977500000003,1380.805000000001,1464.325403225805,1513.2176666666649,1570.103750000001,1559.211111111111,1547.0829042298935,1506.1470525966465,1485.921318476278,1453.8836854991737,1413.2334155271742,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
401,ACC,1541.0,1541.0,1512.5,1522.75,1525.0,1545.3,3.586,5468.37,2018-08-13,12934,26.62,1456.0,33.0,8.0,2018.0,1371.9397877215947,1479.772500000003,1384.9460000000008,1463.462903225805,1511.1093333333315,1568.8052500000008,1556.6833333333334,1538.9719361532623,1508.2224210220656,1489.4288119547277,1457.3000115580296,1417.1262227614027,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
402,ACC,1548.0,1564.0,1532.3,1559.05,1560.0,1563.55,3.941,6110.78,2018-08-16,23606,38.22,2336.0,33.0,8.0,2018.0,1378.8832398188144,1493.307500000003,1389.8080000000011,1462.9608870967727,1509.3926666666648,1567.5530000000008,1559.9055555555556,1545.664624102175,1514.5758683943075,1496.0594012923727,1461.4843248302636,1421.6428414766417,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
403,ACC,1654.0,1657.0,1576.0,1588.35,1590.0,1662.1,6.149,9928.42,2018-09-04,19933,30.58,3036.0,36.0,9.0,2018.0,1387.7474188680376,1509.000000000003,1395.273000000001,1462.5415322580632,1507.9676666666649,1566.3970000000006,1569.0222222222221,1559.8930827347833,1523.797634845019,1504.8489821216706,1469.151606209469,1427.6960633795186,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
404,ACC,1562.2,1601.65,1553.5,1593.95,1593.45,1559.05,6.645,10518.87,2018-08-17,21598,32.44,3412.0,33.0,8.0,2018.0,1392.9922165928438,1514.9225000000029,1401.451000000001,1462.2282258064504,1506.2589999999982,1565.3697500000007,1574.2333333333331,1571.2453884898555,1532.5666804893917,1513.3347933481782,1474.347621652235,1432.6295510901257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
405,ACC,1640.2,1647.95,1603.0,1635.25,1639.9,1639.8,7.554,12299.87,2018-08-23,29581,29.08,3577.0,34.0,8.0,2018.0,1378.530340099591,1532.035000000003,1407.827000000001,1462.1044354838696,1504.8906666666649,1564.4292500000008,1587.361111111111,1592.580258993237,1545.4020954282178,1524.9457654102564,1481.1555580580296,1439.3107451650228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
406,ACC,1640.0,1657.0,1629.2,1640.85,1644.0,1635.25,5.973,9814.98,2018-08-24,26071,35.74,3508.0,34.0,8.0,2018.0,1414.1040337618174,1548.5375000000029,1414.2400000000011,1462.1620967741922,1503.6629999999984,1563.6150000000007,1595.4166666666667,1608.670172662158,1557.3330834996905,1535.9842639426129,1488.051418526342,1446.7573826095318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
407,ACC,1624.0,1628.8,1605.2,1613.5,1617.9,1623.65,6.492,10490.09,2018-08-29,19050,52.17,5473.0,35.0,8.0,2018.0,1418.815401022709,1555.7300000000027,1419.8910000000012,1461.9060483870953,1502.3393333333318,1562.6565000000005,1603.0611111111111,1610.2801151081053,1564.3539480622292,1543.3667149956973,1493.5709707409953,1452.9708185856286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
408,ACC,1628.5,1645.0,1622.45,1638.75,1643.0,1624.05,7.089,11570.47,2018-08-31,27213,59.23,6853.0,35.0,8.0,2018.0,1434.9185230608564,1562.477500000003,1426.6580000000013,1461.957661290321,1501.2313333333316,1561.9002500000006,1613.2666666666667,1619.7700767387369,1573.6534545544505,1552.4508373770595,1499.50936404527,1459.6170609940355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
409,ACC,1631.0,1678.9,1631.0,1662.1,1655.1,1638.75,7.878,13073.18,2018-09-03,19824,42.81,5597.0,36.0,9.0,2018.0,1462.0946718395714,1568.8325000000027,1433.7560000000014,1462.0435483870954,1500.1119999999983,1561.4392500000004,1624.5888888888887,1633.8800511591578,1584.7092727351442,1562.8936147697204,1506.5442909454555,1466.3379605628968,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
410,ACC,1601.9,1627.55,1586.95,1599.3,1601.0,1593.95,9.211,14800.01,2018-08-20,36930,27.44,4061.0,34.0,8.0,2018.0,1503.2631066952101,1572.6625000000026,1439.7000000000014,1461.5455645161276,1499.264666666665,1560.4967500000005,1634.2055555555553,1622.3533674394384,1586.5331136432512,1566.3608895535565,1511.2896128691632,1471.0678444623911,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
411,ACC,1604.0,1650.95,1604.0,1639.8,1639.95,1599.3,10.685,17456.28,2018-08-21,31825,32.9,5743.0,34.0,8.0,2018.0,1512.0806007268325,1577.5975000000028,1446.8050000000014,1461.5939516129017,1498.6133333333316,1559.8927500000004,1643.8666666666666,1628.1689116262924,1593.1914744378448,1573.3550905484558,1516.7664907958626,1476.2808701697484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
412,ACC,1649.0,1655.45,1636.7,1652.1,1654.75,1640.85,3.691,6078.25,2018-08-27,16369,40.44,2458.0,35.0,8.0,2018.0,1534.0593732628192,1583.6350000000027,1454.3430000000017,1461.964516129031,1497.430666666665,1559.3695000000005,1643.6944444444443,1636.1459410841949,1600.5550401331143,1580.8546057343171,1522.2050597842601,1482.5718164376015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
413,ACC,1658.85,1669.55,1617.0,1623.65,1623.95,1652.1,8.742,14318.22,2018-08-28,24821,45.39,6499.0,35.0,8.0,2018.0,1547.95511399131,1588.3300000000029,1460.9890000000014,1462.5991935483855,1496.0736666666648,1558.5095000000003,1651.2388888888888,1631.9806273894633,1603.441910116475,1584.930357569144,1527.983292733897,1487.8435099106366,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
414,ACC,1614.85,1631.9,1608.15,1624.05,1627.7,1613.5,9.689,15707.94,2018-08-30,24593,53.48,8401.0,35.0,8.0,2018.0,1555.21993666044,1591.3550000000027,1468.0690000000013,1462.8310483870953,1494.9663333333315,1557.9145000000003,1649.4555555555553,1629.3370849263088,1606.0179213519154,1588.656037800654,1532.0584577247246,1492.5614114827686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
415,ACC,1582.5,1595.0,1521.65,1548.2,1543.35,1588.35,8.105,12571.95,2018-09-05,31204,37.46,4709.0,36.0,9.0,2018.0,1564.4683307768937,1592.8325000000027,1473.1400000000015,1462.6133064516114,1494.2773333333316,1556.8012500000007,1642.5666666666666,1602.2913899508726,1598.790681182926,1584.8030818196394,1534.5267535002256,1493.7021404442287,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
416,ACC,1561.0,1574.2,1522.55,1528.5,1530.2,1571.95,3.531,5440.31,2018-09-10,17759,22.46,1222.0,37.0,9.0,2018.0,1565.2931419257334,1593.0575000000028,1477.3990000000015,1462.295161290321,1492.8759999999982,1555.9172500000006,1636.5,1577.6942599672484,1590.0043460350603,1579.4408835511024,1536.0825670884522,1494.8334290542589,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
417,ACC,1563.95,1604.3,1543.0,1557.6,1560.1,1548.2,6.794,10660.71,2018-09-06,25129,15.14,1614.0,36.0,9.0,2018.0,1559.7825965632442,1593.6725000000029,1481.3990000000015,1462.1520161290307,1491.8249999999982,1554.8900000000006,1631.9777777777776,1570.996173311499,1585.9538027806777,1577.3607994033785,1538.7577605359638,1496.722314189386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
418,ACC,1560.0,1582.0,1537.45,1571.95,1573.15,1557.6,5.208,8139.58,2018-09-07,19783,30.84,2510.0,36.0,9.0,2018.0,1566.343491664079,1595.3375000000028,1486.6620000000012,1461.900403225805,1490.724666666665,1554.2145000000007,1621.211111111111,1571.3141155409994,1584.203327433093,1576.8454851744852,1540.4535346325927,1498.319478338822,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
419,ACC,1535.85,1549.0,1516.2,1519.4,1525.4,1528.5,3.509,5372.87,2018-09-11,12861,15.02,807.0,37.0,9.0,2018.0,1572.5175658659823,1594.4925000000028,1490.393000000001,1461.7999999999984,1489.6553333333318,1553.4052500000007,1612.4833333333333,1554.0094103606664,1576.1029115039564,1571.374486586439,1540.788690137197,1499.0206752667114,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
420,ACC,1529.0,1559.8,1506.3,1554.4,1553.6,1519.4,5.374,8226.68,2018-09-12,21553,17.68,1454.0,37.0,9.0,2018.0,1566.7272327875871,1593.675000000003,1494.6830000000011,1461.7556451612888,1489.0769999999984,1552.566000000001,1602.3555555555554,1554.1396069071109,1573.3900475659618,1569.7578688163019,1541.534231700444,1499.3061389817424,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
421,ACC,1587.8,1614.0,1569.05,1586.75,1585.0,1602.25,6.099,9725.78,2018-09-17,22238,23.57,2292.0,38.0,9.0,2018.0,1569.3159892723413,1596.875000000003,1500.0150000000012,1461.5520161290308,1488.8623333333317,1552.033250000001,1597.7499999999998,1565.0097379380738,1575.0600416202167,1571.3761670242732,1544.3760265357207,1502.0411923550073,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
422,ACC,1562.1,1619.0,1562.1,1602.25,1598.0,1554.4,8.378,13370.34,2018-09-14,33542,30.77,4114.0,37.0,9.0,2018.0,1575.2850299701693,1599.035000000003,1504.849000000001,1461.8693548387082,1488.4709999999982,1551.483250000001,1592.1333333333332,1577.4231586253825,1578.4587864176897,1574.3165320695805,1547.3024568676533,1504.3964397136344,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True
423,ACC,1581.0,1595.0,1560.05,1570.25,1564.2,1586.75,5.309,8364.86,2018-09-18,20205,18.28,1529.0,38.0,9.0,2018.0,1575.5431861945212,1598.130000000003,1508.4600000000012,1461.9939516129018,1487.4186666666649,1550.846000000001,1588.0333333333333,1575.032105750255,1577.4326881154784,1573.929243301049,1549.1729487551963,1506.578932273884,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
